amount,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Clusters,Category
465649,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,0,Below average
465651,Male,No,32,No,Engineer,0.0,Low,4.0,0,Below average
465653,Female,Yes,51,Yes,Artist,0.0,Low,2.0,2,Good
465655,Female,No,49,Yes,Artist,0.0,Low,1.0,2,Good
465656,Male,Yes,81,No,Lawyer,1.0,Low,2.0,1, Average
465658,Male,Yes,72,Yes,Artist,1.0,Average,4.0,1, Average
465663,Female,No,70,Yes,Artist,0.0,Low,2.0,1, Average
465667,Male,No,21,No,Healthcare,0.0,Low,3.0,0,Below average
465668,Male,No,21,No,Healthcare,1.0,Low,5.0,0,Below average
465669,Female,Yes,41,No,Entertainment,4.0,Average,4.0,2,Good
465670,Female,No,49,No,Engineer,12.0,Low,1.0,2,Good
465675,Female,No,51,No,Entertainment,0.0,Low,1.0,2,Good
465680,Male,Yes,28,No,Healthcare,0.0,Average,5.0,0,Below average
465685,Male,No,37,Yes,Healthcare,5.0,Low,2.0,0,Below average
465688,Female,Yes,63,Yes,Artist,1.0,Average,3.0,1, Average
465689,Male,No,19,No,Healthcare,8.0,Low,4.0,0,Below average
465695,Female,No,32,No,Healthcare,1.0,Low,3.0,0,Below average
465697,Female,Yes,51,No,Artist,6.0,Low,1.0,2,Good
465703,Male,Yes,26,No,Entertainment,3.0,Low,2.0,0,Below average
465704,Male,Yes,61,No,Artist,0.0,Low,1.0,1, Average
465705,Female,Yes,51,Yes,Artist,0.0,Average,4.0,2,Good
465706,Female,Yes,45,Yes,Artist,0.0,Average,3.0,2,Good
465721,Male,Yes,29,Yes,Entertainment,1.0,High,2.0,0,Below average
465722,Male,Yes,47,No,Homemaker,0.0,Low,5.0,2,Good
465725,Male,No,25,Yes,Doctor,1.0,Low,2.0,0,Below average
465727,Male,No,40,No,Marketing,0.0,Low,5.0,2,Good
465728,Male,No,45,Yes,Homemaker,1.0,Low,1.0,2,Good
465733,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,0,Below average
465734,Male,Yes,38,Yes,Artist,0.0,Low,3.0,2,Good
465736,Female,No,38,Yes,Artist,8.0,Low,2.0,2,Good
465737,Female,Yes,48,Yes,Engineer,7.0,Low,3.0,2,Good
465740,Female,No,71,Yes,Doctor,0.0,Low,1.0,1, Average
465742,Female,Yes,46,Yes,Artist,3.0,Low,3.0,2,Good
465751,Female,Yes,46,Yes,Artist,9.0,Low,2.0,2,Good
465753,Female,Yes,49,Yes,Artist,7.0,Low,2.0,2,Good
465766,Male,Yes,43,No,Entertainment,0.0,Low,3.0,2,Good
465768,Female,No,38,Yes,Artist,6.0,Low,4.0,2,Good
465769,Male,No,25,Yes,Healthcare,8.0,Low,4.0,0,Below average
465772,Female,Yes,46,Yes,Engineer,0.0,Low,4.0,2,Good
465775,Female,No,28,Yes,Engineer,9.0,Low,3.0,0,Below average
465776,Female,No,41,Yes,Entertainment,5.0,Low,4.0,2,Good
465777,Female,No,32,Yes,Artist,9.0,Low,5.0,0,Below average
465784,Female,No,21,No,Healthcare,0.0,Low,4.0,0,Below average
465788,Male,No,22,No,Healthcare,1.0,Low,6.0,0,Below average
465793,Male,No,27,No,Healthcare,0.0,Low,5.0,0,Below average
465797,Male,Yes,40,Yes,Artist,0.0,Average,2.0,2,Good
465804,Female,Yes,68,No,Engineer,0.0,Low,1.0,1, Average
465809,Female,No,25,No,Homemaker,1.0,Low,7.0,0,Below average
465811,Male,No,28,No,Healthcare,1.0,Low,4.0,0,Below average
465813,Male,No,28,No,Marketing,2.0,Low,8.0,0,Below average
465818,Male,No,27,No,Entertainment,1.0,Low,3.0,0,Below average
465823,Male,Yes,67,No,Entertainment,5.0,Average,4.0,1, Average
465826,Male,Yes,46,No,Executive,4.0,Low,9.0,2,Good
465828,Female,No,33,No,Entertainment,8.0,Low,4.0,0,Below average
465829,Female,Yes,40,Yes,Doctor,6.0,Average,3.0,2,Good
465830,Female,Yes,48,No,Homemaker,5.0,Average,7.0,2,Good
465831,Male,Yes,42,No,Executive,0.0,High,5.0,2,Good
465837,Male,No,56,Yes,Homemaker,1.0,Low,1.0,2,Good
465841,Female,No,51,Yes,Engineer,3.0,Low,1.0,2,Good
465848,Female,No,27,Yes,Healthcare,0.0,Low,1.0,0,Below average
465849,Female,No,25,Yes,Doctor,7.0,Low,3.0,0,Below average
465851,Female,Yes,51,No,Artist,9.0,High,2.0,2,Good
465853,Female,Yes,26,Yes,Healthcare,1.0,Average,2.0,0,Below average
465857,Female,No,35,Yes,Doctor,0.0,Low,1.0,0,Below average
465860,Female,No,25,Yes,Doctor,1.0,Low,3.0,0,Below average
465863,Male,No,30,No,Healthcare,6.0,Low,3.0,0,Below average
465865,Female,No,41,Yes,Healthcare,9.0,Low,1.0,2,Good
465866,Male,Yes,42,Yes,Artist,6.0,Low,3.0,2,Good
465867,Female,Yes,40,Yes,Artist,8.0,High,5.0,2,Good
465873,Male,No,36,Yes,Entertainment,13.0,Low,1.0,0,Below average
465875,Female,No,39,Yes,Artist,9.0,Low,1.0,2,Good
465884,Male,Yes,40,Yes,Executive,7.0,High,3.0,2,Good
465893,Female,Yes,40,Yes,Engineer,1.0,Average,2.0,2,Good
465894,Male,No,28,Yes,Artist,9.0,Low,6.0,0,Below average
465907,Female,No,31,Yes,Marketing,8.0,Low,2.0,0,Below average
465916,Male,No,41,Yes,Artist,4.0,Low,1.0,2,Good
465923,Female,No,28,Yes,Engineer,9.0,Low,5.0,0,Below average
465925,Male,No,30,Yes,Healthcare,1.0,Low,1.0,0,Below average
465927,Female,No,30,Yes,Healthcare,1.0,Low,1.0,0,Below average
465930,Female,No,38,Yes,Artist,9.0,Low,2.0,2,Good
465931,Male,Yes,43,Yes,Artist,7.0,Low,1.0,2,Good
465935,Male,No,29,Yes,Entertainment,9.0,Low,1.0,0,Below average
465937,Female,No,30,Yes,Healthcare,9.0,Low,3.0,0,Below average
465941,Male,Yes,27,Yes,Healthcare,0.0,Low,2.0,0,Below average
465948,Female,Yes,48,Yes,Artist,0.0,Average,2.0,2,Good
465953,Female,No,51,Yes,Artist,1.0,Low,1.0,2,Good
465957,Female,No,48,Yes,Marketing,0.0,Low,1.0,2,Good
465960,Female,No,28,Yes,Marketing,9.0,Low,1.0,0,Below average
465961,Female,No,40,Yes,Artist,3.0,Low,1.0,2,Good
465963,Male,Yes,51,Yes,Artist,1.0,Low,2.0,2,Good
465965,Female,Yes,36,No,Marketing,8.0,Low,2.0,0,Below average
465972,Female,No,51,Yes,Marketing,9.0,Low,1.0,2,Good
465974,Male,Yes,45,Yes,Executive,5.0,High,4.0,2,Good
465975,Male,No,40,Yes,Artist,8.0,Low,1.0,2,Good
465976,Male,No,40,Yes,Artist,0.0,Low,1.0,2,Good
465979,Male,Yes,41,Yes,Artist,2.0,Low,2.0,2,Good
465982,Male,Yes,43,Yes,Entertainment,0.0,Average,4.0,2,Good
465983,Male,No,21,No,Healthcare,1.0,Low,3.0,0,Below average
465996,Male,No,23,No,Healthcare,1.0,Low,4.0,0,Below average
465997,Female,No,31,No,Doctor,0.0,Low,3.0,0,Below average
466001,Female,Yes,42,Yes,Entertainment,6.0,Low,2.0,2,Good
466007,Male,Yes,61,No,Artist,0.0,Low,1.0,1, Average
466017,Female,Yes,45,Yes,Homemaker,0.0,Low,1.0,2,Good
466019,Female,Yes,63,Yes,Artist,5.0,Low,1.0,1, Average
466020,Male,Yes,86,No,Lawyer,0.0,Low,1.0,1, Average
466022,Female,Yes,67,No,Engineer,1.0,High,3.0,1, Average
466023,Male,Yes,71,No,Executive,1.0,High,3.0,1, Average
466024,Female,Yes,43,No,Entertainment,14.0,Low,2.0,2,Good
466032,Male,No,28,No,Entertainment,1.0,Low,2.0,0,Below average
466042,Male,Yes,47,No,Entertainment,0.0,Low,2.0,2,Good
466043,Female,Yes,53,Yes,Artist,0.0,Average,4.0,2,Good
466046,Female,Yes,36,No,Entertainment,1.0,Average,2.0,0,Below average
466058,Male,Yes,35,No,Entertainment,1.0,Low,2.0,0,Below average
466069,Female,Yes,48,Yes,Artist,1.0,High,4.0,2,Good
466071,Female,Yes,60,Yes,Artist,3.0,Low,3.0,1, Average
466078,Female,Yes,45,No,Executive,1.0,Low,1.0,2,Good
466079,Female,Yes,42,No,Engineer,0.0,Low,2.0,2,Good
466082,Female,Yes,89,Yes,Lawyer,1.0,Low,1.0,1, Average
466083,Female,No,23,No,Marketing,4.0,Low,2.0,0,Below average
466084,Male,Yes,46,Yes,Homemaker,11.0,Low,1.0,2,Good
466085,Male,No,22,No,Homemaker,8.0,Low,4.0,0,Below average
466088,Female,No,30,No,Healthcare,0.0,Low,7.0,0,Below average
466090,Male,Yes,58,Yes,Entertainment,0.0,Low,2.0,2,Good
466092,Male,Yes,73,Yes,Artist,0.0,Average,4.0,1, Average
466099,Female,Yes,71,Yes,Lawyer,0.0,Low,1.0,1, Average
466103,Female,Yes,35,No,Engineer,0.0,Low,5.0,0,Below average
466109,Male,Yes,52,Yes,Entertainment,1.0,Average,4.0,2,Good
466111,Male,Yes,84,Yes,Lawyer,0.0,Low,2.0,1, Average
466114,Male,Yes,47,Yes,Entertainment,1.0,Average,5.0,2,Good
466115,Male,Yes,39,No,Executive,0.0,Low,2.0,2,Good
466118,Female,Yes,40,No,Engineer,0.0,Low,3.0,2,Good
466124,Female,No,46,Yes,Artist,1.0,Low,1.0,2,Good
466128,Male,No,40,Yes,Artist,3.0,Low,2.0,2,Good
466130,Female,No,27,No,Artist,1.0,Low,6.0,0,Below average
466132,Female,No,23,No,Healthcare,4.0,Low,4.0,0,Below average
466136,Female,No,21,Yes,Artist,1.0,Low,2.0,0,Below average
466138,Male,Yes,70,No,Lawyer,2.0,High,2.0,1, Average
466140,Male,Yes,28,Yes,Entertainment,1.0,Low,2.0,0,Below average
466141,Female,Yes,58,Yes,Homemaker,1.0,Low,4.0,2,Good
466142,Female,Yes,27,Yes,Entertainment,0.0,Average,2.0,0,Below average
466143,Female,Yes,49,No,Engineer,0.0,Average,5.0,2,Good
466146,Female,Yes,37,No,Engineer,8.0,Average,3.0,0,Below average
466148,Male,Yes,39,No,Entertainment,1.0,Average,4.0,2,Good
466149,Female,No,28,No,Doctor,2.0,Low,4.0,0,Below average
466153,Male,Yes,73,No,Entertainment,0.0,Average,2.0,1, Average
466154,Female,Yes,51,Yes,Artist,1.0,Average,5.0,2,Good
466156,Female,Yes,48,Yes,Doctor,8.0,Average,3.0,2,Good
466157,Male,Yes,72,Yes,Homemaker,9.0,Low,2.0,1, Average
466161,Male,Yes,47,No,Artist,1.0,Average,2.0,2,Good
466162,Female,Yes,67,Yes,Doctor,0.0,Low,1.0,1, Average
466166,Male,Yes,77,Yes,Lawyer,0.0,High,2.0,1, Average
466172,Male,Yes,46,Yes,Artist,3.0,Average,3.0,2,Good
466178,Female,Yes,52,Yes,Artist,1.0,Average,4.0,2,Good
466180,Male,Yes,67,No,Lawyer,1.0,Low,1.0,1, Average
466185,Male,Yes,62,Yes,Doctor,0.0,Average,4.0,1, Average
466200,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,2,Good
466201,Male,Yes,40,Yes,Doctor,1.0,Average,5.0,2,Good
466206,Female,Yes,60,Yes,Artist,4.0,Average,2.0,1, Average
466207,Female,Yes,37,Yes,Doctor,8.0,Average,4.0,0,Below average
466208,Male,Yes,69,No,Executive,2.0,High,1.0,1, Average
466210,Female,Yes,58,Yes,Artist,1.0,High,4.0,2,Good
466211,Male,Yes,52,Yes,Artist,1.0,Low,2.0,2,Good
466213,Male,No,20,No,Healthcare,2.0,Low,5.0,0,Below average
466218,Female,No,23,No,Healthcare,6.0,Low,4.0,0,Below average
466223,Male,Yes,66,Yes,Artist,0.0,Low,1.0,1, Average
466225,Male,No,19,No,Healthcare,1.0,Low,3.0,0,Below average
466226,Female,Yes,53,Yes,Artist,0.0,Average,5.0,2,Good
466233,Female,Yes,59,Yes,Homemaker,6.0,Low,1.0,2,Good
466235,Female,Yes,61,Yes,Artist,0.0,Average,4.0,1, Average
466236,Female,Yes,68,Yes,Engineer,1.0,Low,2.0,1, Average
466238,Male,No,20,No,Healthcare,1.0,Low,3.0,0,Below average
466246,Male,No,20,No,Healthcare,1.0,Low,4.0,0,Below average
466247,Female,No,49,Yes,Artist,0.0,Low,4.0,2,Good
466253,Male,No,19,No,Healthcare,1.0,Low,3.0,0,Below average
466257,Female,No,27,No,Healthcare,1.0,Low,4.0,0,Below average
466264,Male,Yes,32,Yes,Homemaker,1.0,Low,2.0,0,Below average
466268,Female,Yes,67,Yes,Artist,0.0,Average,3.0,1, Average
466271,Male,No,27,No,Entertainment,1.0,Low,3.0,0,Below average
466274,Male,Yes,72,Yes,Executive,0.0,Low,2.0,1, Average
466276,Female,No,32,No,Doctor,1.0,Low,5.0,0,Below average
466278,Female,No,28,No,Homemaker,0.0,Low,2.0,0,Below average
466282,Male,Yes,29,Yes,Healthcare,8.0,Low,2.0,0,Below average
466285,Female,No,19,No,Healthcare,1.0,Low,5.0,0,Below average
466286,Female,Yes,52,Yes,Artist,1.0,Average,5.0,2,Good
466287,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,2,Good
466289,Male,No,19,No,Healthcare,3.0,Low,5.0,0,Below average
466290,Female,No,18,No,Healthcare,5.0,Low,2.0,0,Below average
466292,Female,Yes,79,No,Lawyer,1.0,High,2.0,1, Average
466297,Female,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
466300,Female,Yes,48,Yes,Artist,0.0,Low,3.0,2,Good
466301,Male,Yes,52,Yes,Artist,1.0,Average,3.0,2,Good
466306,Male,No,23,No,Healthcare,1.0,Low,4.0,0,Below average
466313,Female,Yes,58,Yes,Artist,1.0,Low,1.0,2,Good
466315,Female,Yes,69,Yes,Engineer,1.0,Low,1.0,1, Average
466317,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,0,Below average
466318,Female,No,30,No,Healthcare,0.0,Low,3.0,0,Below average
466319,Female,No,25,No,Healthcare,0.0,Low,4.0,0,Below average
466320,Female,No,39,Yes,Engineer,8.0,Low,2.0,2,Good
466321,Male,Yes,43,Yes,Entertainment,3.0,Low,2.0,2,Good
466324,Female,No,32,No,Engineer,0.0,Low,1.0,0,Below average
466326,Male,No,23,No,Healthcare,0.0,Low,5.0,0,Below average
466335,Female,No,30,No,Healthcare,1.0,Low,3.0,0,Below average
466337,Female,Yes,41,No,Engineer,1.0,Low,2.0,2,Good
466341,Male,Yes,49,Yes,Artist,1.0,Average,2.0,2,Good
466347,Male,Yes,66,No,Executive,6.0,Low,3.0,1, Average
466352,Female,Yes,67,Yes,Doctor,1.0,Low,2.0,1, Average
466355,Male,No,30,Yes,Healthcare,0.0,Low,2.0,0,Below average
466367,Female,No,39,Yes,Doctor,6.0,Low,1.0,2,Good
466370,Female,No,52,Yes,Artist,0.0,Low,4.0,2,Good
466372,Female,Yes,57,Yes,Artist,0.0,Average,5.0,2,Good
466373,Male,Yes,63,Yes,Executive,1.0,High,1.0,1, Average
466376,Female,Yes,52,No,Homemaker,4.0,High,3.0,2,Good
466377,Male,Yes,61,Yes,Homemaker,8.0,Average,2.0,1, Average
466380,Male,Yes,35,Yes,Entertainment,7.0,Low,2.0,0,Below average
466381,Male,Yes,52,Yes,Artist,4.0,Average,2.0,2,Good
466382,Female,Yes,45,Yes,Engineer,2.0,High,2.0,2,Good
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,0,Below average
466389,Female,Yes,45,Yes,Engineer,1.0,Average,2.0,2,Good
466391,Female,Yes,55,Yes,Engineer,0.0,Average,2.0,2,Good
466392,Female,Yes,49,Yes,Engineer,4.0,Average,2.0,2,Good
466393,Female,Yes,42,No,Entertainment,1.0,Low,6.0,2,Good
466395,Female,Yes,39,Yes,Doctor,3.0,High,2.0,2,Good
466397,Male,No,18,No,Healthcare,0.0,Low,3.0,0,Below average
466400,Male,Yes,43,No,Artist,1.0,Average,3.0,2,Good
466401,Male,Yes,50,No,Executive,1.0,Average,4.0,2,Good
466402,Male,Yes,37,Yes,Artist,1.0,Average,4.0,0,Below average
466404,Female,No,37,Yes,Engineer,1.0,Low,1.0,0,Below average
466406,Male,Yes,63,Yes,Entertainment,0.0,Low,3.0,1, Average
466408,Male,Yes,83,Yes,Lawyer,1.0,Low,2.0,1, Average
466411,Male,Yes,55,Yes,Artist,1.0,Average,3.0,2,Good
466414,Male,Yes,71,Yes,Artist,1.0,Low,3.0,1, Average
466418,Male,Yes,87,No,Lawyer,1.0,Low,1.0,1, Average
466419,Female,Yes,49,Yes,Entertainment,2.0,Average,5.0,2,Good
466422,Male,Yes,27,No,Doctor,0.0,Low,4.0,0,Below average
466427,Female,Yes,25,No,Marketing,1.0,Low,4.0,0,Below average
466429,Male,Yes,42,No,Healthcare,0.0,Low,2.0,2,Good
466443,Female,Yes,66,Yes,Artist,4.0,Low,2.0,1, Average
466450,Female,No,32,Yes,Healthcare,1.0,Low,1.0,0,Below average
466455,Female,Yes,32,Yes,Doctor,4.0,Low,2.0,0,Below average
466456,Female,Yes,37,No,Doctor,8.0,Low,1.0,0,Below average
466457,Female,Yes,62,Yes,Lawyer,9.0,Low,5.0,1, Average
466463,Female,No,33,Yes,Healthcare,3.0,Low,4.0,0,Below average
466464,Female,Yes,45,Yes,Homemaker,2.0,Average,2.0,2,Good
466466,Female,No,18,No,Healthcare,5.0,Low,5.0,0,Below average
466467,Female,Yes,37,Yes,Artist,0.0,Average,3.0,0,Below average
466468,Male,No,30,Yes,Doctor,4.0,Low,4.0,0,Below average
466474,Male,No,31,Yes,Entertainment,5.0,Low,3.0,0,Below average
466478,Female,Yes,48,Yes,Artist,0.0,Average,4.0,2,Good
466483,Male,No,31,Yes,Healthcare,1.0,Low,1.0,0,Below average
466486,Female,Yes,36,Yes,Doctor,8.0,Low,2.0,0,Below average
466488,Male,Yes,61,Yes,Entertainment,0.0,Average,6.0,1, Average
466490,Female,Yes,83,No,Lawyer,0.0,High,2.0,1, Average
466493,Male,Yes,77,No,Lawyer,1.0,High,2.0,1, Average
466500,Female,Yes,46,Yes,Artist,3.0,High,3.0,2,Good
466501,Male,Yes,48,Yes,Engineer,0.0,Average,3.0,2,Good
466502,Male,No,19,No,Healthcare,0.0,Low,5.0,0,Below average
466516,Male,No,21,No,Healthcare,1.0,Low,3.0,0,Below average
466517,Female,No,40,No,Engineer,1.0,Low,1.0,2,Good
466526,Male,No,27,No,Healthcare,0.0,Low,5.0,0,Below average
466527,Female,Yes,49,No,Marketing,0.0,Low,1.0,2,Good
466530,Male,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
466533,Female,No,53,Yes,Entertainment,1.0,Low,1.0,2,Good
466535,Male,No,29,Yes,Artist,8.0,Low,1.0,0,Below average
466536,Male,No,23,No,Healthcare,3.0,Low,4.0,0,Below average
466538,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,1, Average
466541,Male,No,38,Yes,Entertainment,0.0,Low,4.0,2,Good
466543,Male,No,26,Yes,Doctor,11.0,Low,2.0,0,Below average
466545,Female,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
466550,Female,No,22,No,Healthcare,1.0,Low,4.0,0,Below average
466552,Male,Yes,20,No,Entertainment,0.0,Low,2.0,0,Below average
466553,Male,Yes,36,Yes,Healthcare,0.0,Low,3.0,0,Below average
466556,Male,No,18,No,Healthcare,1.0,Low,3.0,0,Below average
466562,Female,No,20,No,Healthcare,7.0,Low,4.0,0,Below average
466564,Female,No,18,No,Marketing,1.0,Low,4.0,0,Below average
466565,Male,Yes,32,No,Artist,7.0,Average,2.0,0,Below average
466576,Female,No,18,No,Healthcare,0.0,Low,4.0,0,Below average
466586,Male,No,18,No,Healthcare,0.0,Low,2.0,0,Below average
466588,Female,No,21,No,Healthcare,8.0,Low,4.0,0,Below average
466596,Female,Yes,75,Yes,Artist,1.0,High,2.0,1, Average
466603,Male,Yes,37,Yes,Engineer,0.0,Average,2.0,0,Below average
466606,Female,Yes,35,Yes,Engineer,1.0,Low,3.0,0,Below average
466613,Male,No,20,No,Healthcare,9.0,Low,3.0,0,Below average
466623,Male,Yes,58,Yes,Entertainment,2.0,Average,4.0,2,Good
466628,Male,No,33,No,Healthcare,8.0,Low,4.0,0,Below average
466631,Male,Yes,58,Yes,Artist,0.0,Low,3.0,2,Good
466634,Male,No,20,No,Healthcare,1.0,Low,5.0,0,Below average
466635,Male,Yes,50,Yes,Artist,4.0,Average,2.0,2,Good
466644,Female,No,51,Yes,Homemaker,0.0,Low,2.0,2,Good
466650,Female,No,27,No,Healthcare,8.0,Low,3.0,0,Below average
466652,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,2,Good
466655,Male,Yes,62,No,Executive,1.0,Low,2.0,1, Average
466656,Male,Yes,79,Yes,Marketing,0.0,High,2.0,1, Average
466658,Female,No,19,No,Healthcare,1.0,Low,4.0,0,Below average
466662,Female,No,33,No,Engineer,0.0,Low,2.0,0,Below average
466665,Male,Yes,36,Yes,Artist,1.0,Average,2.0,0,Below average
466666,Female,Yes,29,Yes,Healthcare,1.0,Low,2.0,0,Below average
466671,Female,No,28,No,Healthcare,3.0,Low,3.0,0,Below average
466686,Female,No,22,No,Healthcare,0.0,Low,4.0,0,Below average
466687,Male,No,21,No,Healthcare,1.0,Low,3.0,0,Below average
466688,Male,No,22,No,Healthcare,0.0,Low,3.0,0,Below average
466689,Male,No,28,Yes,Artist,9.0,Low,3.0,0,Below average
466696,Female,Yes,48,Yes,Artist,3.0,Average,4.0,2,Good
466704,Male,Yes,48,Yes,Doctor,3.0,Average,2.0,2,Good
466705,Male,Yes,66,No,Lawyer,0.0,Low,3.0,1, Average
466707,Female,Yes,47,Yes,Homemaker,1.0,Low,4.0,2,Good
466713,Female,Yes,68,Yes,Artist,1.0,High,4.0,1, Average
466718,Male,Yes,73,Yes,Executive,0.0,High,2.0,1, Average
466720,Female,Yes,59,No,Lawyer,0.0,Low,1.0,2,Good
466721,Male,Yes,38,Yes,Doctor,7.0,Average,2.0,2,Good
466725,Female,Yes,76,No,Lawyer,1.0,High,2.0,1, Average
466731,Female,Yes,40,Yes,Engineer,3.0,Low,2.0,2,Good
466732,Female,Yes,49,Yes,Engineer,0.0,High,2.0,2,Good
466733,Female,No,33,No,Homemaker,0.0,Low,2.0,0,Below average
466735,Male,No,18,No,Healthcare,1.0,Low,2.0,0,Below average
466746,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,1, Average
466749,Male,No,22,Yes,Healthcare,1.0,Low,5.0,0,Below average
466750,Female,No,18,Yes,Healthcare,0.0,Low,3.0,0,Below average
466751,Female,No,20,Yes,Healthcare,1.0,Low,4.0,0,Below average
466752,Male,Yes,36,Yes,Healthcare,1.0,Low,1.0,0,Below average
466753,Female,Yes,67,Yes,Artist,0.0,Average,2.0,1, Average
466754,Female,Yes,37,Yes,Artist,1.0,Average,3.0,0,Below average
466759,Female,No,26,No,Healthcare,2.0,Low,2.0,0,Below average
466760,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,2,Good
466765,Female,Yes,67,Yes,Lawyer,1.0,Low,2.0,1, Average
466769,Female,No,29,Yes,Entertainment,1.0,Low,4.0,0,Below average
466775,Female,Yes,76,Yes,Lawyer,0.0,Low,2.0,1, Average
466776,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,1, Average
466777,Female,Yes,51,Yes,Homemaker,9.0,Average,2.0,2,Good
466778,Male,Yes,35,Yes,Entertainment,1.0,Low,2.0,0,Below average
466788,Male,No,30,No,Doctor,3.0,Low,2.0,0,Below average
466790,Male,Yes,47,Yes,Doctor,0.0,Average,2.0,2,Good
466791,Male,Yes,81,No,Lawyer,0.0,Low,1.0,1, Average
466792,Female,Yes,85,No,Lawyer,0.0,Low,1.0,1, Average
466795,Male,No,60,Yes,Entertainment,1.0,Average,5.0,1, Average
466799,Female,No,21,No,Healthcare,2.0,Low,3.0,0,Below average
466802,Female,No,40,Yes,Engineer,0.0,Low,1.0,2,Good
466804,Female,No,35,Yes,Homemaker,4.0,Low,1.0,0,Below average
466807,Female,No,35,Yes,Healthcare,0.0,Low,1.0,0,Below average
466808,Female,No,41,No,Engineer,1.0,Low,1.0,2,Good
466810,Male,No,18,No,Healthcare,0.0,Low,3.0,0,Below average
466811,Male,No,22,No,Healthcare,0.0,Low,2.0,0,Below average
466813,Male,Yes,61,Yes,Artist,0.0,Low,2.0,1, Average
466814,Male,No,23,No,Healthcare,0.0,Low,3.0,0,Below average
466815,Male,No,31,No,Healthcare,1.0,Low,5.0,0,Below average
466816,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,1, Average
466818,Male,Yes,84,No,Executive,1.0,High,2.0,1, Average
466826,Male,Yes,41,Yes,Entertainment,1.0,Low,2.0,2,Good
466832,Female,Yes,66,Yes,Artist,0.0,Average,2.0,1, Average
466833,Male,Yes,57,Yes,Artist,5.0,Low,2.0,2,Good
466846,Male,No,20,No,Healthcare,3.0,Low,4.0,0,Below average
466863,Female,No,32,No,Homemaker,14.0,Low,1.0,0,Below average
466867,Female,No,29,No,Homemaker,11.0,Low,1.0,0,Below average
466871,Male,Yes,36,Yes,Executive,1.0,High,4.0,0,Below average
466874,Male,Yes,38,Yes,Entertainment,1.0,Average,3.0,2,Good
466884,Female,Yes,43,No,Doctor,1.0,Low,1.0,2,Good
466886,Female,No,42,No,Marketing,1.0,Low,1.0,2,Good
466891,Female,Yes,48,No,Homemaker,8.0,Low,1.0,2,Good
466905,Male,Yes,62,Yes,Artist,0.0,Low,1.0,1, Average
466906,Male,No,63,Yes,Artist,0.0,Low,2.0,1, Average
466908,Male,Yes,60,Yes,Entertainment,1.0,Low,2.0,1, Average
466909,Male,Yes,63,Yes,Artist,1.0,Low,2.0,1, Average
466910,Male,Yes,62,Yes,Entertainment,9.0,Low,1.0,1, Average
466917,Male,Yes,40,No,Executive,4.0,Low,2.0,2,Good
466918,Male,Yes,63,Yes,Artist,0.0,Average,1.0,1, Average
466920,Male,No,19,No,Healthcare,6.0,Low,4.0,0,Below average
466923,Female,No,21,No,Homemaker,8.0,Low,1.0,0,Below average
466926,Male,No,21,No,Healthcare,1.0,Low,2.0,0,Below average
466927,Male,No,22,No,Engineer,6.0,Low,5.0,0,Below average
466936,Male,Yes,60,No,Lawyer,1.0,High,3.0,1, Average
466938,Male,Yes,59,Yes,Artist,8.0,Low,1.0,2,Good
466939,Male,Yes,73,No,Lawyer,1.0,High,2.0,1, Average
466951,Female,Yes,52,Yes,Artist,0.0,High,3.0,2,Good
466954,Female,Yes,66,No,Doctor,9.0,Average,2.0,1, Average
466955,Male,Yes,61,No,Entertainment,1.0,Low,4.0,1, Average
466956,Female,Yes,61,Yes,Artist,1.0,Low,1.0,1, Average
466961,Female,Yes,61,Yes,Artist,2.0,Average,2.0,1, Average
466966,Male,Yes,59,Yes,Entertainment,1.0,Average,2.0,2,Good
466967,Male,Yes,51,Yes,Artist,1.0,Low,1.0,2,Good
466970,Female,Yes,36,Yes,Homemaker,9.0,Low,2.0,0,Below average
466971,Male,No,71,Yes,Executive,9.0,Low,3.0,1, Average
466975,Male,Yes,48,Yes,Artist,1.0,Average,2.0,2,Good
466990,Male,Yes,43,Yes,Entertainment,9.0,Average,2.0,2,Good
466996,Female,No,36,Yes,Artist,9.0,Low,1.0,0,Below average
466998,Female,Yes,57,No,Artist,1.0,Average,3.0,2,Good
466999,Male,No,33,Yes,Healthcare,1.0,Low,3.0,0,Below average
467000,Female,No,31,Yes,Artist,1.0,Low,6.0,0,Below average
467008,Male,Yes,57,Yes,Artist,1.0,Average,3.0,2,Good
467009,Female,No,33,No,Homemaker,2.0,Low,4.0,0,Below average
